"name","Measure","geo_type_name","geo_entity_id","geo_entity_name","data_valuemessage","avg_Rentprice"
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",302,"Central Harlem - Morningside Heights",13.1,2737.28
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",302,"Central Harlem - Morningside Heights",41.7,2737.28
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",303,"East Harlem",19.5,2567.32
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",303,"East Harlem",43.1,2567.32
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",304,"Upper West Side",3.2,3442.17391304348
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",304,"Upper West Side",10.6,3442.17391304348
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",305,"Upper East Side",1.4,3399.96
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",305,"Upper East Side",6.5,3399.96
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",306,"Chelsea - Clinton",4.2,3680.68
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",306,"Chelsea - Clinton",19,3680.68
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",307,"Gramercy Park - Murray Hill",3.2,3778.28
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",307,"Gramercy Park - Murray Hill",9.1,3778.28
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",308,"Greenwich Village - SoHo",1.3,4011.41666666667
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",308,"Greenwich Village - SoHo",6.3,4011.41666666667
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",309,"Union Square - Lower East Side",6.2,3967.64
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",309,"Union Square - Lower East Side",16.1,3967.64
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",310,"Lower Manhattan",3.6,3503.16666666667
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",310,"Lower Manhattan",8.1,3503.16666666667
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",401,"Long Island City - Astoria",3.7,2668.53846153846
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",401,"Long Island City - Astoria",10.8,2668.53846153846
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",402,"West Queens",3.2,2005.36
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",402,"West Queens",11.7,2005.36
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",403,"Flushing - Clearview",2.2,2199.61538461538
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"Flushing - Clearview",11.1,2199.61538461538
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",404,"Bayside - Little Neck",1.8,2005.36
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",404,"Bayside - Little Neck",7.5,2005.36
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",405,"Ridgewood - Forest Hills",4.2,2051.53846153846
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",405,"Ridgewood - Forest Hills",17.5,2051.53846153846
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",406,"Fresh Meadows",4.1,2032.29166666667
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",406,"Fresh Meadows",12.2,2032.29166666667
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",407,"Southwest Queens",4.2,2130.45454545455
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",407,"Southwest Queens",14,2130.45454545455
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",408,"Jamaica",7.9,1801.04
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",408,"Jamaica",23.4,1801.04
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",409,"Southeast Queens",4.8,2535.11538461538
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",409,"Southeast Queens",19.7,2535.11538461538
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",410,"Rockaways",9.4,1971.04347826087
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",410,"Rockaways",38.1,1971.04347826087
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",501,"Port Richmond",8,1800
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",501,"Port Richmond",20.4,1800
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",502,"Stapleton - St. George",6.1,2245
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",502,"Stapleton - St. George",13.1,2245
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",503,"Willowbrook",3.8,1593
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",503,"Willowbrook",11.1,1593
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",504,"South Beach - Tottenville",3.3,2390
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",504,"South Beach - Tottenville",5.4,2390
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",101,"Kingsbridge - Riverdale",7.5,2225.6
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",101,"Kingsbridge - Riverdale",22.3,2225.6
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",102,"Northeast Bronx",9.8,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",102,"Northeast Bronx",32.2,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",103,"Fordham - Bronx Pk",14.4,1659.28571428571
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",103,"Fordham - Bronx Pk",43.6,1659.28571428571
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",104,"Pelham - Throgs Neck",11.7,1627.22222222222
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",104,"Pelham - Throgs Neck",34.2,1627.22222222222
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",105,"Crotona -Tremont",18.9,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",105,"Crotona -Tremont",39.6,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",106,"High Bridge - Morrisania",16.4,1961
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",106,"High Bridge - Morrisania",38.2,1961
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",107,"Hunts Point - Mott Haven",16,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",107,"Hunts Point - Mott Haven",43.6,1688.42857142857
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",201,"Greenpoint",3.5,3339.96
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",201,"Greenpoint",10.3,3339.96
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",202,"Downtown - Heights - Slope",6.6,2903.4
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",202,"Downtown - Heights - Slope",20.5,2903.4
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",203,"Bedford Stuyvesant - Crown Heights",13.5,2216.8
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",203,"Bedford Stuyvesant - Crown Heights",40.2,2216.8
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",204,"East New York",11.5,2016
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",204,"East New York",29.8,2016
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",205,"Sunset Park",6.5,2145.12
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",205,"Sunset Park",10.8,2145.12
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",206,"Borough Park",3.8,2146.8
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",206,"Borough Park",5.1,2146.8
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",207,"East Flatbush - Flatbush",7.3,2114.84
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",207,"East Flatbush - Flatbush",26.9,2114.84
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",208,"Canarsie - Flatlands",7.1,2197.32
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",208,"Canarsie - Flatlands",21.5,2197.32
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",209,"Bensonhurst - Bay Ridge",2.9,2194
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",209,"Bensonhurst - Bay Ridge",5,2194
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",210,"Coney Island - Sheepshead Bay",6,2202.5652173913
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",210,"Coney Island - Sheepshead Bay",8.1,2202.5652173913
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",211,"Williamsburg - Bushwick",13.6,1976.83333333333
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",211,"Williamsburg - Bushwick",41.2,1976.83333333333
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",301,"Washington Heights",5.8,2325.4
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",301,"Washington Heights",18.3,2325.4
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",302,"Central Harlem - Morningside Heights",10.3,2737.28
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",302,"Central Harlem - Morningside Heights",38.1,2737.28
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",303,"East Harlem",17.4,2567.32
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",303,"East Harlem",42.3,2567.32
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",304,"Upper West Side",2.8,3442.17391304348
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",304,"Upper West Side",11.5,3442.17391304348
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",305,"Upper East Side",1.4,3399.96
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",305,"Upper East Side",9.4,3399.96
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",306,"Chelsea - Clinton",2.8,3680.68
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",306,"Chelsea - Clinton",14.1,3680.68
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",307,"Gramercy Park - Murray Hill",2.1,3778.28
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",307,"Gramercy Park - Murray Hill",10.6,3778.28
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",308,"Greenwich Village - SoHo",1,4011.41666666667
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",308,"Greenwich Village - SoHo",6.2,4011.41666666667
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",309,"Union Square - Lower East Side",5.6,3967.64
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",309,"Union Square - Lower East Side",14.2,3967.64
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",310,"Lower Manhattan",2.6,3503.16666666667
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",310,"Lower Manhattan",9.5,3503.16666666667
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",401,"Long Island City - Astoria",4.1,2668.53846153846
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",401,"Long Island City - Astoria",13.2,2668.53846153846
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",402,"West Queens",3,2005.36
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",402,"West Queens",9.2,2005.36
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",403,"Flushing - Clearview",2.6,2199.61538461538
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",403,"Flushing - Clearview",11.2,2199.61538461538
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",404,"Bayside - Little Neck",2.2,2005.36
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",404,"Bayside - Little Neck",8.5,2005.36
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",405,"Ridgewood - Forest Hills",3.4,2051.53846153846
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",405,"Ridgewood - Forest Hills",16,2051.53846153846
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",406,"Fresh Meadows",3.7,2032.29166666667
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",406,"Fresh Meadows",13.6,2032.29166666667
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",407,"Southwest Queens",4.1,2130.45454545455
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",407,"Southwest Queens",18.6,2130.45454545455
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",408,"Jamaica",7.5,1801.04
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",408,"Jamaica",28.3,1801.04
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",409,"Southeast Queens",5,2535.11538461538
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",409,"Southeast Queens",26.2,2535.11538461538
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",410,"Rockaways",9,1971.04347826087
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",410,"Rockaways",23.6,1971.04347826087
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",501,"Port Richmond",12.1,1800
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",501,"Port Richmond",21.2,1800
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",502,"Stapleton - St. George",9.5,2245
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",502,"Stapleton - St. George",16,2245
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",503,"Willowbrook",4.7,1593
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",503,"Willowbrook",10,1593
"O3-Attributable Asthma Hospitalizations ","Rate- 18 Yrs and Older","UHF42",504,"South Beach - Tottenville",4.2,2390
"O3-Attributable Asthma Hospitalizations ","Rate- Children 0 to 17 Yrs Old","UHF42",504,"South Beach - Tottenville",7.2,2390
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",101,"Kingsbridge - Riverdale",9.9,2225.6
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",102,"Northeast Bronx",5.4,1688.42857142857
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",103,"Fordham - Bronx Pk",3.3,1659.28571428571
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",104,"Pelham - Throgs Neck",4.4,1627.22222222222
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",105,"Crotona -Tremont",2.4,1688.42857142857
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",106,"High Bridge - Morrisania",2.8,1961
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",107,"Hunts Point - Mott Haven",2.5,1688.42857142857
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",201,"Greenpoint",3.5,3339.96
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",202,"Downtown - Heights - Slope",4.9,2903.4
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",203,"Bedford Stuyvesant - Crown Heights",5.3,2216.8
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",204,"East New York",3.5,2016
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",205,"Sunset Park",3.8,2145.12
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",206,"Borough Park",6.4,2146.8
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",207,"East Flatbush - Flatbush",4.1,2114.84
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",208,"Canarsie - Flatlands",5.6,2197.32
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",209,"Bensonhurst - Bay Ridge",8.1,2194
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",210,"Coney Island - Sheepshead Bay",9.6,2202.5652173913
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",211,"Williamsburg - Bushwick",4,1976.83333333333
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",301,"Washington Heights",3.1,2325.4
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",302,"Central Harlem - Morningside Heights",5,2737.28
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",303,"East Harlem",4.7,2567.32
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",304,"Upper West Side",4.2,3442.17391304348
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",305,"Upper East Side",4,3399.96
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",306,"Chelsea - Clinton",4,3680.68
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",307,"Gramercy Park - Murray Hill",3.2,3778.28
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",308,"Greenwich Village - SoHo",3.1,4011.41666666667
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",309,"Union Square - Lower East Side",3.9,3967.64
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",310,"Lower Manhattan",3.8,3503.16666666667
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",401,"Long Island City - Astoria",3.8,2668.53846153846
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",402,"West Queens",3,2005.36
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",403,"Flushing - Clearview",5,2199.61538461538
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",404,"Bayside - Little Neck",4.8,2005.36
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",405,"Ridgewood - Forest Hills",6.7,2051.53846153846
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",406,"Fresh Meadows",4.9,2032.29166666667
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",407,"Southwest Queens",3.9,2130.45454545455
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",408,"Jamaica",5.5,1801.04
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",409,"Southeast Queens",4.3,2535.11538461538
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",410,"Rockaways",11.7,1971.04347826087
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",501,"Port Richmond",5.6,1800
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",502,"Stapleton - St. George",8.7,2245
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",503,"Willowbrook",9.3,1593
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",504,"South Beach - Tottenville",7.5,2390
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",101,"Kingsbridge - Riverdale",8.6,2225.6
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",102,"Northeast Bronx",5.4,1688.42857142857
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",103,"Fordham - Bronx Pk",4,1659.28571428571
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",104,"Pelham - Throgs Neck",4.5,1627.22222222222
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",105,"Crotona -Tremont",2.7,1688.42857142857
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",106,"High Bridge - Morrisania",2.8,1961
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",107,"Hunts Point - Mott Haven",3.1,1688.42857142857
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",201,"Greenpoint",3.6,3339.96
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",202,"Downtown - Heights - Slope",4.2,2903.4
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",203,"Bedford Stuyvesant - Crown Heights",4.8,2216.8
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",204,"East New York",3.5,2016
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",205,"Sunset Park",4.1,2145.12
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",206,"Borough Park",5.3,2146.8
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",207,"East Flatbush - Flatbush",3.9,2114.84
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",208,"Canarsie - Flatlands",5.7,2197.32
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",209,"Bensonhurst - Bay Ridge",7.2,2194
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",210,"Coney Island - Sheepshead Bay",8.9,2202.5652173913
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",211,"Williamsburg - Bushwick",3.7,1976.83333333333
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",301,"Washington Heights",3.2,2325.4
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",302,"Central Harlem - Morningside Heights",4.3,2737.28
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",303,"East Harlem",4.7,2567.32
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",304,"Upper West Side",4.1,3442.17391304348
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",305,"Upper East Side",4,3399.96
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",306,"Chelsea - Clinton",3.4,3680.68
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",307,"Gramercy Park - Murray Hill",3.6,3778.28
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",308,"Greenwich Village - SoHo",3.4,4011.41666666667
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",309,"Union Square - Lower East Side",4,3967.64
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",310,"Lower Manhattan",2.8,3503.16666666667
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",401,"Long Island City - Astoria",3.5,2668.53846153846
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",402,"West Queens",3,2005.36
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",403,"Flushing - Clearview",5.4,2199.61538461538
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",404,"Bayside - Little Neck",4.5,2005.36
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",405,"Ridgewood - Forest Hills",5.5,2051.53846153846
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",406,"Fresh Meadows",4.8,2032.29166666667
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",407,"Southwest Queens",4,2130.45454545455
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",408,"Jamaica",5.2,1801.04
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",409,"Southeast Queens",4.3,2535.11538461538
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",410,"Rockaways",9,1971.04347826087
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",501,"Port Richmond",5.7,1800
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",502,"Stapleton - St. George",8.4,2245
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",503,"Willowbrook",9.7,1593
"O3-Attributable Cardiac and Respiratory Deaths ","Rate","UHF42",504,"South Beach - Tottenville",7.3,2390
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",101,"Kingsbridge - Riverdale",36.7,2225.6
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",101,"Kingsbridge - Riverdale",88.3,2225.6
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",102,"Northeast Bronx",69.4,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",102,"Northeast Bronx",152.6,1688.42857142857
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",103,"Fordham - Bronx Pk",108.2,1659.28571428571
"PM2.5-Attributable Asthma ED Visits ","Rate- Children 0 to 17 Yrs Old","UHF42",103,"Fordham - Bronx Pk",167.2,1659.28571428571
"PM2.5-Attributable Asthma ED Visits ","Rate- 18 Yrs and Older","UHF42",104,"Pelham - Throgs Neck",79.7,1627.22222222222
